id_concept,iate_link,en_def,en,cs,da,de,es,fi,fr,it,nl,pt,domains
3518689,https://iate.europa.eu/entry/result/3518689,"clinical trial conducted according to a single protocol but at more than one site, and therefore, carried out by more than one investigator - COM-Terminology Coordination, based on: European Commission &gt; 'Good Clinical Practice*): Directive 75/318/EEC as amended (July 1996)' (2.6.2020)","multi-centre clinical trial, multi-centre trial, multi-centre study, multicenter trial, multicenter study",multicentrické klinické hodnocení,klinisk multicenterforsøg,"multizentrische klinische Prüfung, multizentrische Studie",ensayo clínico multicéntrico,kliininen monikeskustutkimus,,"sperimentazione clinica multicentrica, sperimentazione multicentrica, studio multicentrico, sperimentazione clinica pluricentrica, sperimentazione pluricentrica, studio pluricentrico",gespreid uitgevoerde klinische proef,"ensaio clínico multicêntrico, ensaio multicêntrico",SOCIAL QUESTIONS > health > pharmaceutical industry
858341,https://iate.europa.eu/entry/result/858341,"method of competency acquisition which employs print, radio, television, computer-based communications, satellite broadcasting, teleconferencing or other educational technologies and which allows students to study on their own without having to regularly attend classes in conventional classrooms, or education imparted at a distance through communication media: radio, TV, telephone, correspondence, computer or video - Based on UNEVOC TVETipedia Glossary &gt; Distance learning <a href=""https://unevoc.unesco.org/home/TVETipedia+Glossary/lang=en/filt=all/id=154"" target=""_blank"">https://unevoc.unesco.org/home/TVETipedia+Glossary/lang=en/filt=all/id=154 (17.6.2020)","distance education, online education","distanční vzdělávání, online vzdělávání, vzdělávání na dálku","fjernundervisning, fjernuddannelse, distanceundervisning, distanceuddannelse, onlineundervisning, onlineuddannelse, e-undervisning","Fernlehre, Online-Lehre",educación a distancia,"etäkoulutus, verkkokoulutus, etäopetus","enseignement et formation à distance, éducation et formation à distance, éducation à distance",istruzione e formazione a distanza,"afstandsonderwijs, onderwijs op afstand",educação à distância,EDUCATION AND COMMUNICATIONS > education > teaching method > distance learning
35058,https://iate.europa.eu/entry/result/35058,"in the framework of mutual recognition procedure, the Member State that has already authorised the product in question - COM-Terminology Coordination, based on:Heads of Medicines Agencies (HMA) &gt; 'Medicines Approval system &gt; What is the Mutual Recognition procedure?' (19.5.2020)","reference Member State, RMS",,,"Referenzmitgliedstaaten, RMS, Referenzmitgliedstaat",,viitejäsenvaltio,,,,"Estado-Membro de referência, EMR","SOCIAL QUESTIONS > health > pharmaceutical industry, EUROPEAN UNION > EU institutions and European civil service > EU office or agency > European Medicines Agency"
1085689,https://iate.europa.eu/entry/result/1085689,"principle or practice of 
sorting 
emergency 
patients - or casualties in battle or in a disaster - into 
categories of 
priority for treatment - COM-EN, based on:'triage' (7.4.2020). Collins Dictionary","triage, prioritisation","třídění, triáž, triage","triage, patientsortering","Sichtung, Triage","priorización, triaje, selección","potilasluokittelu, potilaiden luokittelu, triage",triage,triage,triage,"triagem, seleção, selecção","POLITICS > politics and public safety > public safety, SOCIAL QUESTIONS > health > health policy > organisation of health care > public health"
1224959,https://iate.europa.eu/entry/result/1224959,"glycoprotein molecules that are produced by plasma cells in response to an immunogen and which function as antibodies - COM-Terminology Coordination, based on:Dr. Gene Mayer. University of South Carolina. School of Medicine. Microbiology and Immunology On-line. Immunology Chapter 4 - Immunoglobulins: Structure and Function (12.5.2020)","immunoglobulin, immune globuline, immuno-globulin, immunoglobin",imunoglobulin,"immunglobulin, immunoglobulin","Immunoglobulin, Immunglobulin",inmunoglobulina,immunoglobuliini,immunoglobuline,immunoglobulina,"immunoglobuline, immuunglobuline",imunoglobulina,SOCIAL QUESTIONS > health > medical science
768263,https://iate.europa.eu/entry/result/768263,"commercial premises where medicinal products are supplied to patients by a pharmacist, whether or not against payment - COM-Terminology Coordination, based on:1) Wikipedia. 'Pharmacist' (8.4.2020)2) Wikipedia. 'Pharmacy (shop)' (8.4.2020)","retail pharmacy, dispensing pharmacy, dispensing chemist, community pharmacy, pharmacy open to the public","lékárna, veřejná lékárna, lékárna pro veřejnost, lékárna otevřená pro veřejnost","apotek, apotek, der er åbent for offentligheden","Apotheke, öffentliche Apotheke, der Öffentlichkeit zugängliche Apotheke, Apotheke mit Publikumsverkehr, Offizin-Apotheke","farmacia, oficina de farmacia, farmacia abierta al público","apteekki, avoapteekki, yleisölle avoin apteekki, yleisöapteekki","pharmacie d'officine, officine pharmaceutique, officine ouverte au public","farmacia, farmacia territoriale, farmacia aperta al pubblico","openbare apotheek, officina-apotheek, officina, voor het publiek toegankelijke apotheek, publieke apotheek, officiene apotheek",farmácia comunitária,SOCIAL QUESTIONS > health > pharmaceutical industry
866579,https://iate.europa.eu/entry/result/866579,"qualified individual who provides healthcare, for example a doctor, nurse or pharmacist - health professionals, NPS MedicineWise Glossary (Australian National Prescribing Service), http://www.nps.org.au/glossary/health-professionals [5.3.2014]","health professional, qualified health professional, healthcare professional, health care professional",zdravotnický pracovník,"sundhedsperson, sundhedspersonale, sundhedsprofessionel, erhvervsudøvende i sundhedssektoren","Angehöriger eines Gesundheitsberufs, Angehöriger der Gesundheitsberufe, Gesundheitspersonal, Fachkraft im Gesundheitswesen, Fachkraft des Gesundheitswesens","profesional sanitario, profesional de la sanidad, profesional de los servicios sanitarios","terveydenhuollon ammattihenkilö, terveydenhoidon ammattilainen","professionnel de la santé, practicien","professionista sanitario, professionista del settore dell'assistenza sanitaria - membro del personale sanitario, professionista della sanità, operatore sanitario, operatore della sanità","zorgprofessional, gezondheidswerker",profissional de saúde,"SOCIAL QUESTIONS > health > pharmaceutical industry, SOCIAL QUESTIONS > health, SOCIAL QUESTIONS > health > medical science, EDUCATION AND COMMUNICATIONS > education"
3582231,https://iate.europa.eu/entry/result/3582231,"probability that an obligor will not repay the debt in full - <a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52018SC0073"" target=""_blank"">Impact Assessment: Proposal for a Regulation of the European Parliament and of the Council amending Regulation (EU) No 575/2013 as regards minimum loss coverage for non-performing exposures",unlikeliness to pay,pravděpodobnost nesplácení,,"Tatsache, dass eine Verbindlichkeit wahrscheinlich nicht beglichen wird","improbabilidad de pago, probable impago","epävarma takaisinmaksu, takaisinmaksun epätodennäköisyys",probable absence de paiement,improbabile adempimento,onwaarschijnlijkheid van betaling,reduzida probabilidade de pagamento,FINANCE > financial institutions and credit
3504409,https://iate.europa.eu/entry/result/3504409,"unconfirmed case of a communicable disease, usually with clinical criteria and an epidemiological link as described in the case definition, which is classified as probable for the purposes of epidemiological surveillance - COM-EN, based on:Annex II to Decision (EU) 2018/945 on the communicable diseases and related special health issues to be covered by epidemiological surveillance as well as relevant case definitions, <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32018D0945"" target=""_blank"">CELEX:32018D0945/EN",probable case,pravděpodobný případ,sandsynligt tilfælde,wahrscheinlicher Fall,"caso probable, casos probables",todennäköinen tapaus,cas probable,caso probabile,waarschijnlijk geval,caso provável,SOCIAL QUESTIONS > health > medical science
2146586,https://iate.europa.eu/entry/result/2146586,"medicinal product which is being tested or used as a reference, including as a placebo, in a clinical trial - <a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32014R0536"" target=""_blank"">Regulation (EU) No 536/2014 of the European Parliament and of the Council of 16 April 2014 on clinical trials on medicinal products for human use, and repealing Directive 2001/20/EC","investigational medicinal product, medicinal product for trial, IMP, investigational product","hodnocený léčivý přípravek, hodnocené léčivé přípravky, HLP","forsøgslægemiddel, testpræparat",Prüfpräparat,"producto en fase de investigación clínica, PEI, medicamento en investigación, medicamento en fase de investigación clínica",tutkimuslääke,médicament expérimental,medicinale sperimentale,geneesmiddel voor onderzoek,medicamento experimental,"SOCIAL QUESTIONS > health > pharmaceutical industry, SOCIAL QUESTIONS > health, PRODUCTION, TECHNOLOGY AND RESEARCH > research and intellectual property > research"
1431837,https://iate.europa.eu/entry/result/1431837,"coat or shell of a virus particle made up of proteins, surrounding the nucleic acid or nucleoprotein core - COM-Term. Coord., based on: 
""capsid 
2 
noun"" 
Oxford Dictionary of English, Ed. Angus Stevenson, Oxford University Press (OUP), 2010, 
Oxford Reference Online, OUP, DGT, <a href=""http://www.oxfordreference.com/search?siteToSearch=aup&amp;q=capsid&amp;searchBtn=Search&amp;isQuickSearch=true"" target=""_blank"">http://www.oxfordreference.com/search?siteToSearch=aup&amp;q=capsid&amp;searchBtn=Search&amp;isQuickSearch=true [18.3.2011]","capsid, protein coat","kapsida, virová kapsida, kapsid, proteinový obal, proteinový obal viru","capsid, kapsid, proteinkappe",Viruskapsid,"cápside vírica, cápside",kapsidi,"capside, capside virale",capside,"capside, kapside, virusmantel, eiwitmantel, eiwitkapsel","cápside, capsídeo","SCIENCE > natural and applied sciences > life sciences > biology, SCIENCE > natural and applied sciences > life sciences"
1073438,https://iate.europa.eu/entry/result/1073438,"thin bimolecular sheet of mainly phospholipid molecules forming the core structure of all cell membranes, plus associated proteins, which encloses all cells and, in eucaryotic cells, many organelles as well - COM-Terminology Coordination, based on:Alberts B, Johnson A, Lewis J, et al. Molecular Biology of the Cell. 4th edition. New York: Garland Science; 2002. 'Glossary' (23.4.2020).",biological membrane,,biomembran,Biomembran,membrana biológica,biologinen kalvo,membrane biologique,membrana biologica,biomembraan,membrana biológica,SCIENCE > natural and applied sciences > life sciences > biology
1751328,https://iate.europa.eu/entry/result/1751328,"protection, usually partial, invoked by a pathogen against other strains of the same or closely related pathogens - COM-Terminology Coordination, based on: Bhattacharyya S, Gesteland PH, Korgenski K, Bjørnstad ON, Adler FR. 'Cross-immunity between strains explains the dynamical pattern of paramyxoviruses' (8.6.2020). Proc Natl Acad Sci U S A. 2015 Oct 27;112(43):13396-400. doi: 10.1073/pnas.1516698112. Epub 2015 Oct 12. PMID: 26460003; PMCID: PMC4629340.","cross-immunity, cross-protection",,"krydsprotektion, krydsningsimmunitet, krydsimmunitet","kombinierte Immunität, Kreuzimmunität",inmunidad cruzada,"risti-immuniteetti, ristisuoja","protection croisée, immunité croisée",immunità incrociata,"kruisbescherming, gekruiste immuniteit","imunidade cruzada, proteção cruzada, protecção cruzada","SOCIAL QUESTIONS > health > medical science, AGRICULTURE, FORESTRY AND FISHERIES > agricultural activity > animal health, SOCIAL QUESTIONS > health > medical science > epidemiology"
